date,result,slot 1,slot 2,slot 3,slot 4,slot 5,slot 6,sorted1,sorted2,sorted3,sorted4,sorted5,sorted6
12/9/2014,02-39-33-16-35-25,2,39,33,16,35,25,2,16,25,33,35,39
12/11/2014,34-26-31-02-20-16,34,26,31,2,20,16,2,16,20,26,31,34
12/13/2014,20-02-07-42-31-01,20,2,7,42,31,1,1,2,7,20,31,42
12/16/2014,39-38-07-35-02-37,39,38,7,35,2,37,2,7,35,37,38,39
12/18/2014,07-35-15-12-06-28,7,35,15,12,6,28,6,7,12,15,28,35
12/20/2014,10-12-29-23-35-41,10,12,29,23,35,41,10,12,23,29,35,41
12/23/2014,11-04-09-29-37-24,11,4,9,29,37,24,4,9,11,24,29,37
12/27/2014,10-25-33-41-40-18,10,25,33,41,40,18,10,18,25,33,40,41
12/30/2014,36-27-13-01-10-03,36,27,13,1,10,3,1,3,10,13,27,36
1/3/2015,28-39-29-06-32-41,28,39,29,6,32,41,6,28,29,32,39,41
1/6/2015,15-37-36-11-10-24,15,37,36,11,10,24,10,11,15,24,36,37
1/8/2015,36-30-04-35-41-19,36,30,4,35,41,19,4,19,30,35,36,41
1/10/2015,23-06-05-26-40-39,23,6,5,26,40,39,5,6,23,26,39,40
1/13/2015,34-24-29-30-09-25,34,24,29,30,9,25,9,24,25,29,30,34
1/15/2015,41-15-27-04-01-07,41,15,27,4,1,7,1,4,7,15,27,41
1/17/2015,36-06-33-42-39-01,36,6,33,42,39,1,1,6,33,36,39,42
1/20/2015,15-40-24-37-33-30,15,40,24,37,33,30,15,24,30,33,37,40
1/22/2015,25-02-36-29-03-23,25,2,36,29,3,23,2,3,23,25,29,36
1/24/2015,03-23-20-22-34-19,3,23,20,22,34,19,3,19,20,22,23,34
1/27/2015,08-07-09-20-02-41,8,7,9,20,2,41,2,7,8,9,20,41
1/29/2015,9-19-14-41-21-11,9,19,14,41,21,11,9,11,14,19,21,41
1/31/2015,24-39-25-06-38-23,24,39,25,6,38,23,6,23,24,25,38,39
2/3/2015,38-22-26-13-05-11,38,22,26,13,5,11,5,11,13,22,26,38
2/5/2015,26-21-13-33-09-27,26,21,13,33,9,27,9,13,21,26,27,33
2/7/2015,17-19-29-12-41-26,17,19,29,12,41,26,12,17,19,26,29,41
2/10/2015,36-30-05-06-24-15,36,30,5,6,24,15,5,6,15,24,30,36
2/12/2015,21-12-19-18-22-42,21,12,19,18,22,42,12,18,19,21,22,42
2/14/2015,17-29-10-20-19-05,17,29,10,20,19,5,5,10,17,19,20,29
2/17/2015,15-22-05-37-40-31,15,22,5,37,40,31,5,15,22,31,37,40
2/19/2015,09-15-23-13-42-25,9,15,23,13,42,25,9,13,15,23,25,42
2/21/2015,27-13-10-26-02-41,27,13,10,26,2,41,2,10,13,26,27,41
2/24/2015,30-21-42-04-06-15,30,21,42,4,6,15,4,6,15,21,30,42
2/26/2015,31-15-07-09-40-21,31,15,7,9,40,21,7,9,15,21,31,40
2/28/2015,06-22-19-04-39-11,6,22,19,4,39,11,4,6,11,19,22,39
3/3/2015,07-25-12-27-42-33,7,25,12,27,42,33,7,12,25,27,33,42
3/5/2015,12-21-16-10-15-26,12,21,16,10,15,26,10,12,15,16,21,26
3/7/2015,31-01-32-42-05-17,31,1,32,42,5,17,1,5,17,31,32,42
3/10/2015,36-24-17-34-37-39,36,24,17,34,37,39,17,24,34,36,37,39
3/12/2015,01-12-40-23-25-13,1,12,40,23,25,13,1,12,13,23,25,40
3/14/2015,06-17-28-04-22-10,6,17,28,4,22,10,4,6,10,17,22,28
3/19/2015,01-20-42-39-15-16,1,20,42,39,15,16,1,15,16,20,39,42
3/21/2015,27-38-14-34-12-41,27,38,14,34,12,41,12,14,27,34,38,41
3/26/2015,34-25-38-35-19-13,34,25,38,35,19,13,13,19,25,34,35,38
3/28/2015,19-10-05-37-16-03,19,10,5,37,16,3,3,5,10,16,19,37
3/31/2015,38-37-13-12-28-21,38,37,13,12,28,21,12,13,21,28,37,38
4/7/2015,32-27-36-40-11-08,32,27,36,40,11,8,8,11,27,32,36,40
4/9/2015,31-28-41-39-34-18,31,28,41,39,34,18,18,28,31,34,39,41
4/11/2015,18-35-33-32-08-11,18,35,33,32,8,11,8,11,18,32,33,35
4/14/2015,10-25-42-30-40-15,10,25,42,30,40,15,10,15,25,30,40,42
4/16/2015,13-25-17-12-26-33,13,25,17,12,26,33,12,13,17,25,26,33
3/17/2015,40-11-19-10-38-12,40,11,19,10,38,12,10,11,12,19,38,40
3/24/2015,17-15-39-32-26-16,17,15,39,32,26,16,15,16,17,26,32,39
4/18/2015,29-05-28-01-24-08,29,5,28,1,24,8,1,5,8,24,28,29
4/21/2015,15-39-42-12-02-17,15,39,42,12,2,17,2,12,15,17,39,42
4/23/2015,28-42-39-36-35-26,28,42,39,36,35,26,26,28,35,36,39,42
4/25/2015,06-22-23-13-41-02,6,22,23,13,41,2,2,6,13,22,23,41
4/28/2015,16-35-08-40-11-38,16,35,8,40,11,38,8,11,16,35,38,40
4/30/2015,34-23-04-28-25-11,34,23,4,28,25,11,4,11,23,25,28,34
5/2/2015,12-42-16-04-11-08,12,42,16,4,11,8,4,8,11,12,16,42
5/5/2015,39-27-40-16-26-21,39,27,40,16,26,21,16,21,26,27,39,40
5/7/2015,26-22-07-02-24-37,26,22,7,2,24,37,2,7,22,24,26,37
5/9/2015,30-19-01-03-06-15,30,19,1,3,6,15,1,3,6,15,19,30
5/12/2015,26-17-41-08-04-32,26,17,41,8,4,32,4,8,17,26,32,41
5/14/2015,02-16-33-08-21-26,2,16,33,8,21,26,2,8,16,21,26,33
5/16/2015,16-31-17-10-02-42,16,31,17,10,2,42,2,10,16,17,31,42
5/19/2015,22-02-13-04-38-06,22,2,13,4,38,6,2,4,6,13,22,38
5/21/2015,29-04-08-10-14-33,29,4,8,10,14,33,4,8,10,14,29,33
5/23/2015,29-27-33-32-41-36,29,27,33,32,41,36,27,29,32,33,36,41
5/26/2015,13-33-26-14-18-42,13,33,26,14,18,42,13,14,18,26,33,42
5/28/2015,02-21-27-40-31-14,2,21,27,40,31,14,2,14,21,27,31,40
5/30/2015,20-02-10-15-25-39,20,2,10,15,25,39,2,10,15,20,25,39
6/2/2015,16-29-20-12-03-01,16,29,20,12,3,1,1,3,12,16,20,29
6/4/2015,12-05-41-19-31-38,12,5,41,19,31,38,5,12,19,31,38,41
6/6/2015,26-38-42-14-10-31,26,38,42,14,10,31,10,14,26,31,38,42
6/9/2015,29-34-07-19-20-32,29,34,7,19,20,32,7,19,20,29,32,34
6/11/2015,06-08-20-13-32-05,6,8,20,13,32,5,5,6,8,13,20,32
6/13/2015,40-42-10-30-28-02,40,42,10,30,28,2,2,10,28,30,40,42
6/16/2015,10-17-39-04-22-01,10,17,39,4,22,1,1,4,10,17,22,39
6/18/2015,02-16-07-29-11-15,2,16,7,29,11,15,2,7,11,15,16,29
6/20/2015,30-36-34-35-38-19,30,36,34,35,38,19,19,30,34,35,36,38
6/23/2015,12-27-18-09-37-01,12,27,18,9,37,1,1,9,12,18,27,37
6/25/2015,19-05-42-17-22-14,19,5,42,17,22,14,5,14,17,19,22,42
6/27/2015,24-36-05-29-06-13,24,36,5,29,6,13,5,6,13,24,29,36
6/30/2015,34-16-20-15-07-28,34,16,20,15,7,28,7,15,16,20,28,34
7/2/2015,42-34-25-35-09-37,42,34,25,35,9,37,9,25,34,35,37,42
7/4/2015,26-39-33-12-41-32,26,39,33,12,41,32,12,26,32,33,39,41
7/7/2015,07-41-37-16-18-28,7,41,37,16,18,28,7,16,18,28,37,41
7/9/2015,30-03-26-34-37-22,30,3,26,34,37,22,3,22,26,30,34,37
7/11/2015,22-11-27-28-21-39,22,11,27,28,21,39,11,21,22,27,28,39
7/14/2015,05-40-19-13-29-21,5,40,19,13,29,21,5,13,19,21,29,40
7/16/2015,15-25-03-26-02-08,15,25,3,26,2,8,2,3,8,15,25,26
7/18/2015,15-10-07-23-40-18,15,10,7,23,40,18,7,10,15,18,23,40
7/21/2015,10-26-29-15-02-18,10,26,29,15,2,18,2,10,15,18,26,29
7/23/2015,37-18-09-27-29-32,37,18,9,27,29,32,9,18,27,29,32,37
7/25/2015,35-13-09-22-14-29,35,13,9,22,14,29,9,13,14,22,29,35
7/28/2015,10-33-12-09-14-18,10,33,12,9,14,18,9,10,12,14,18,33
7/30/2015,37-06-33-28-32-42,37,6,33,28,32,42,6,28,32,33,37,42
8/1/2015,07-14-25-31-27-19,7,14,25,31,27,19,7,14,19,25,27,31
8/4/2015,23-25-37-20-21-34,23,25,37,20,21,34,20,21,23,25,34,37
8/6/2015,01-40-05-12-17-15,1,40,5,12,17,15,1,5,12,15,17,40
8/8/2015,12-36-34-04-25-05,12,36,34,4,25,5,4,5,12,25,34,36
8/11/2015,28-39-22-15-24-27,28,39,22,15,24,27,15,22,24,27,28,39
8/13/2015,42-22-32-27-31-11,42,22,32,27,31,11,11,22,27,31,32,42
8/15/2015,25-36-31-08-27-10,25,36,31,8,27,10,8,10,25,27,31,36
8/18/2015,08-22-32-40-13-07,8,22,32,40,13,7,7,8,13,22,32,40
8/20/2015,30-24-38-35-19-09,30,24,38,35,19,9,9,19,24,30,35,38
8/22/2015,10-24-28-21-33-07,10,24,28,21,33,7,7,10,21,24,28,33
8/25/2015,41-15-12-38-09-19,41,15,12,38,9,19,9,12,15,19,38,41
8/27/2015,29-13-10-16-11-02,29,13,10,16,11,2,2,10,11,13,16,29
8/29/2015,12-04-20-31-19-25,12,4,20,31,19,25,4,12,19,20,25,31
9/1/2015,27-23-08-09-22-30,27,23,8,9,22,30,8,9,22,23,27,30
9/3/2015,16-27-20-23-22-18,16,27,20,23,22,18,16,18,20,22,23,27
9/5/2015,16-28-30-07-26-39,16,28,30,7,26,39,7,16,26,28,30,39
9/8/2015,37-40-33-11-28-16,37,40,33,11,28,16,11,16,28,33,37,40
9/12/2015,11-06-41-42-09-39,11,6,41,42,9,39,6,9,11,39,41,42
9/15/2015,39-05-26-03-20-42,39,5,26,3,20,42,3,5,20,26,39,42
9/17/2015,27-38-39-03-34-28,27,38,39,3,34,28,3,27,28,34,38,39
9/19/2015,15-22-28-36-24-38,15,22,28,36,24,38,15,22,24,28,36,38
9/22/2015,24-15-34-04-38-35,24,15,34,4,38,35,4,15,24,34,35,38
9/24/2015,29-15-08-40-10-36,29,15,8,40,10,36,8,10,15,29,36,40
9/26/2015,41-21-36-11-38-39,41,21,36,11,38,39,11,21,36,38,39,41
9/29/2015,30-19-21-09-13-01,30,19,21,9,13,1,1,9,13,19,21,30
10/1/2015,07-15-10-37-19-22,7,15,10,37,19,22,7,10,15,19,22,37
10/3/2015,26-35-11-42-20-29,26,35,11,42,20,29,11,20,26,29,35,42
10/6/2015,23-34-13-14-39-32,23,34,13,14,39,32,13,14,23,32,34,39
10/8/2015,17-36-32-02-21-38,17,36,32,2,21,38,2,17,21,32,36,38
10/10/2015,18-01-41-15-40-16,18,1,41,15,40,16,1,15,16,18,40,41
10/13/2015,12-13-09-39-36-14,12,13,9,39,36,14,9,12,13,14,36,39
10/15/2015,33-24-17-30-26-21,33,24,17,30,26,21,17,21,24,26,30,33
10/17/2015,33-17-34-28-24-15,33,17,34,28,24,15,15,17,24,28,33,34
10/20/2015,14-18-19-24-32-01,14,18,19,24,32,1,1,14,18,19,24,32
10/22/2015,41-23-24-01-13-36,41,23,24,1,13,36,1,13,23,24,36,41
10/24/2015,40-22-14-37-23-03,40,22,14,37,23,3,3,14,22,23,37,40
10/27/2015,34-13-24-08-40-12,34,13,24,8,40,12,8,12,13,24,34,40
10/29/2015,40-09-12-31-03-33,40,9,12,31,3,33,3,9,12,31,33,40
10/31/2015,21-08-06-15-27-30,21,8,6,15,27,30,6,8,15,21,27,30
11/3/2015,25-27-02-20-29-36,25,27,2,20,29,36,2,20,25,27,29,36
11/5/2015,18-30-13-38-39-32,18,30,13,38,39,32,13,18,30,32,38,39
11/7/2015,01-06-04-24-11-17,1,6,4,24,11,17,1,4,6,11,17,24
11/10/2015,10-28-23-21-14-03,10,28,23,21,14,3,3,10,14,21,23,28
11/12/2015,33-30-42-17-32-15,33,30,42,17,32,15,15,17,30,32,33,42
11/14/2015,19-21-02-31-15-14,19,21,2,31,15,14,2,14,15,19,21,31
11/17/2015,30-20-23-16-40-14,30,20,23,16,40,14,14,16,20,23,30,40
11/19/2015,07-19-03-37-25-12,7,19,3,37,25,12,3,7,12,19,25,37
11/21/2015,32-06-36-16-12-04,32,6,36,16,12,4,4,6,12,16,32,36
11/24/2015,10-31-32-01-30-37,10,31,32,1,30,37,1,10,30,31,32,37
11/26/2015,21-36-20-12-13-41,21,36,20,12,13,41,12,13,20,21,36,41
11/28/2015,39-19-21-15-07-22,39,19,21,15,7,22,7,15,19,21,22,39
12/1/2015,12-17-31-33-07-35,12,17,31,33,7,35,7,12,17,31,33,35
12/3/2015,18-34-41-26-01-19,18,34,41,26,1,19,1,18,19,26,34,41
12/5/2015,42-40-22-28-05-30,42,40,22,28,5,30,5,22,28,30,40,42
12/8/2015,26-31-33-22-40-25,26,31,33,22,40,25,22,25,26,31,33,40
9/10/2015,39-09-37-12-42-11,39,9,37,12,42,11,9,11,12,37,39,42
12/10/2015,23-25-39-33-35-20,23,25,39,33,35,20,20,23,25,33,35,39
12/12/2015,20-11-12-04-32-01,20,11,12,4,32,1,1,4,11,12,20,32
12/15/2015,19-14-40-21-22-20,19,14,40,21,22,20,14,19,20,21,22,40
12/17/2015,23-13-27-25-32-26,23,13,27,25,32,26,13,23,25,26,27,32
12/19/2015,25-04-28-42-38-31,25,4,28,42,38,31,4,25,28,31,38,42
12/22/2015,32-27-37-18-36-24,32,27,37,18,36,24,18,24,27,32,36,37
12/24/2015,11-13-15-36-39-37,11,13,15,36,39,37,11,13,15,36,37,39
12/26/2015,11-05-34-08-37-28,11,5,34,8,37,28,5,8,11,28,34,37
12/29/2015,31-12-14-03-42-04,31,12,14,3,42,4,3,4,12,14,31,42
12/31/2015,20-42-32-01-40-38,20,42,32,1,40,38,1,20,32,38,40,42
1/2/2016,16-04-31-25-07-13,16,4,31,25,7,13,4,7,13,16,25,31
1/5/2016,40-03-02-11-14-28,40,3,2,11,14,28,2,3,11,14,28,40
1/7/2016,18-03-29-32-04-42,18,3,29,32,4,42,3,4,18,29,32,42
1/9/2016,07-21-31-26-03-12,7,21,31,26,3,12,3,7,12,21,26,31
1/12/2016,08-39-32-03-41-21,8,39,32,3,41,21,3,8,21,32,39,41
1/14/2016,15-36-25-06-42-34,15,36,25,6,42,34,6,15,25,34,36,42
1/16/2016,09-41-26-24-17-25,9,41,26,24,17,25,9,17,24,25,26,41
1/19/2016,27-19-34-40-16-22,27,19,34,40,16,22,16,19,22,27,34,40
1/21/2016,29-42-35-25-16-10,29,42,35,25,16,10,10,16,25,29,35,42
1/23/2016,29-04-19-25-35-12,29,4,19,25,35,12,4,12,19,25,29,35
1/26/2016,40-41-31-16-34-22,40,41,31,16,34,22,16,22,31,34,40,41
1/28/2016,38-13-25-01-03-04,38,13,25,1,3,4,1,3,4,13,25,38
1/30/2016,15-10-19-28-07-26,15,10,19,28,7,26,7,10,15,19,26,28
2/2/2016,33-19-28-17-39-40,33,19,28,17,39,40,17,19,28,33,39,40
2/4/2016,39-35-32-09-13-37,39,35,32,9,13,37,9,13,32,35,37,39
2/6/2016,14-35-37-09-21-17,14,35,37,9,21,17,9,14,17,21,35,37
2/9/2016,07-13-05-04-33-12,7,13,5,4,33,12,4,5,7,12,13,33
2/11/2016,42-39-23-07-02-22,42,39,23,7,2,22,2,7,22,23,39,42
2/13/2016,30-25-15-02-16-35,30,25,15,2,16,35,2,15,16,25,30,35
2/16/2016,38-19-31-01-28-40,38,19,31,1,28,40,1,19,28,31,38,40
2/18/2016,12-01-39-06-17-32,12,1,39,6,17,32,1,6,12,17,32,39
2/20/2016,23-40-01-42-18-25,23,40,1,42,18,25,1,18,23,25,40,42
2/23/2016,32-04-11-08-31-26,32,4,11,8,31,26,4,8,11,26,31,32
2/25/2016,34-21-16-05-14-11,34,21,16,5,14,11,5,11,14,16,21,34
2/27/2016,03-06-14-37-21-23,3,6,14,37,21,23,3,6,14,21,23,37
3/1/2016,05-07-37-04-19-13,5,7,37,4,19,13,4,5,7,13,19,37
3/3/2016,19-02-31-42-21-08,19,2,31,42,21,8,2,8,19,21,31,42
3/5/2016,10-22-17-06-28-05,10,22,17,6,28,5,5,6,10,17,22,28
3/8/2016,21-27-09-31-26-30,21,27,9,31,26,30,9,21,26,27,30,31
3/10/2016,34-27-07-15-24-19,34,27,7,15,24,19,7,15,19,24,27,34
3/12/2016,20-06-27-38-22-04,20,6,27,38,22,4,4,6,20,22,27,38
3/15/2016,30-20-15-01-41-40,30,20,15,1,41,40,1,15,20,30,40,41
3/17/2016,13-23-38-10-34-36,13,23,38,10,34,36,10,13,23,34,36,38
3/19/2016,03-26-31-36-39-30,3,26,31,36,39,30,3,26,30,31,36,39
3/22/2016,08-19-13-24-25-35,8,19,13,24,25,35,8,13,19,24,25,35
3/29/2016,18-32-01-10-16-02,18,32,1,10,16,2,1,2,10,16,18,32
3/31/2016,05-27-07-14-35-17,5,27,7,14,35,17,5,7,14,17,27,35
4/2/2016,26-01-11-14-42-02,26,1,11,14,42,2,1,2,11,14,26,42
4/5/2016,12-37-34-11-21-24,12,37,34,11,21,24,11,12,21,24,34,37
4/7/2016,23-15-04-07-06-36,23,15,4,7,6,36,4,6,7,15,23,36
4/9/2016,38-12-05-35-07-36,38,12,5,35,7,36,5,7,12,35,36,38
4/12/2016,06-21-34-32-29-36,6,21,34,32,29,36,6,21,29,32,34,36
4/14/2016,11-21-38-06-15-26,11,21,38,6,15,26,6,11,15,21,26,38
4/16/2016,14-23-15-33-19-12,14,23,15,33,19,12,12,14,15,19,23,33
4/19/2016,34-32-09-27-05-21,34,32,9,27,5,21,5,9,21,27,32,34
4/21/2016,18-37-13-15-22-36,18,37,13,15,22,36,13,15,18,22,36,37
4/23/2016,18-05-07-29-01-41,18,5,7,29,1,41,1,5,7,18,29,41
4/26/2016,30-40-11-33-25-39,30,40,11,33,25,39,11,25,30,33,39,40
4/28/2016,18-07-08-17-32-16,18,7,8,17,32,16,7,8,16,17,18,32
4/30/2016,28-11-01-02-17-09,28,11,1,2,17,9,1,2,9,11,17,28
5/3/2016,18-24-09-13-22-17,18,24,9,13,22,17,9,13,17,18,22,24
5/5/2016,38-24-40-20-39-13,38,24,40,20,39,13,13,20,24,38,39,40
5/7/2016,08-23-38-04-21-14,8,23,38,4,21,14,4,8,14,21,23,38
5/10/2016,13-06-24-17-30-28,13,6,24,17,30,28,6,13,17,24,28,30
5/12/2016,06-29-13-09-35-18,6,29,13,9,35,18,6,9,13,18,29,35
5/14/2016,28-31-41-11-29-42,28,31,41,11,29,42,11,28,29,31,41,42
5/17/2016,05-35-23-12-13-38,5,35,23,12,13,38,5,12,13,23,35,38
5/19/2016,08-15-02-09-10-20,8,15,2,9,10,20,2,8,9,10,15,20
5/21/2016,37-10-31-05-17-02,37,10,31,5,17,2,2,5,10,17,31,37
5/24/2016,42-01-26-14-06-36,42,1,26,14,6,36,1,6,14,26,36,42
5/26/2016,18-23-15-12-31-29,18,23,15,12,31,29,12,15,18,23,29,31
5/28/2016,12-19-32-15-25-02,12,19,32,15,25,2,2,12,15,19,25,32
5/31/2016,19-37-09-07-23-02,19,37,9,7,23,2,2,7,9,19,23,37
6/2/2016,41-07-22-08-16-26,41,7,22,8,16,26,7,8,16,22,26,41
6/4/2016,16-01-06-11-32-09,16,1,6,11,32,9,1,6,9,11,16,32
6/7/2016,06-29-04-05-20-40,6,29,4,5,20,40,4,5,6,20,29,40
6/9/2016,18-34-14-37-12-28,18,34,14,37,12,28,12,14,18,28,34,37
6/11/2016,34-32-13-41-35-18,34,32,13,41,35,18,13,18,32,34,35,41
6/14/2016,29-01-27-16-28-11,29,1,27,16,28,11,1,11,16,27,28,29
6/16/2016,42-19-34-30-03-31,42,19,34,30,3,31,3,19,30,31,34,42
6/18/2016,38-30-03-10-08-36,38,30,3,10,8,36,3,8,10,30,36,38
6/21/2016,40-37-30-23-18-15,40,37,30,23,18,15,15,18,23,30,37,40
6/23/2016,35-37-32-17-34-16,35,37,32,17,34,16,16,17,32,34,35,37
6/25/2016,34-24-08-35-36-10,34,24,8,35,36,10,8,10,24,34,35,36
6/28/2016,22-28-42-35-02-03,22,28,42,35,2,3,2,3,22,28,35,42
6/30/2016,34-02-14-20-40-39,34,2,14,20,40,39,2,14,20,34,39,40
7/2/2016,42-24-25-05-38-23,42,24,25,5,38,23,5,23,24,25,38,42
7/5/2016,04-09-06-18-30-39,4,9,6,18,30,39,4,6,9,18,30,39
7/7/2016,06-31-02-36-03-17,6,31,2,36,3,17,2,3,6,17,31,36
7/9/2016,23-26-35-38-07-20,23,26,35,38,7,20,7,20,23,26,35,38
7/12/2016,18-12-35-07-29-13,18,12,35,7,29,13,7,12,13,18,29,35
7/14/2016,04-25-11-10-05-08,4,25,11,10,5,8,4,5,8,10,11,25
7/16/2016,10-40-14-22-13-34,10,40,14,22,13,34,10,13,14,22,34,40
7/19/2016,31-33-05-09-06-36,31,33,5,9,6,36,5,6,9,31,33,36
7/21/2016,02-04-39-18-12-37,2,4,39,18,12,37,2,4,12,18,37,39
7/23/2016,19-10-11-34-02-26,19,10,11,34,2,26,2,10,11,19,26,34
7/26/2016,31-26-23-15-36-33,31,26,23,15,36,33,15,23,26,31,33,36
7/28/2016,36-42-24-04-15-12,36,42,24,4,15,12,4,12,15,24,36,42
7/30/2016,16-33-21-39-40-20,16,33,21,39,40,20,16,20,21,33,39,40
8/2/2016,35-17-39-18-06-22,35,17,39,18,6,22,6,17,18,22,35,39
8/4/2016,33-35-13-27-05-12,33,35,13,27,5,12,5,12,13,27,33,35
8/6/2016,31-01-10-34-12-11,31,1,10,34,12,11,1,10,11,12,31,34
8/9/2016,15-37-12-02-40-14,15,37,12,2,40,14,2,12,14,15,37,40
8/11/2016,08-23-28-27-07-09,8,23,28,27,7,9,7,8,9,23,27,28
8/13/2016,28-26-14-03-15-05,28,26,14,3,15,5,3,5,14,15,26,28
8/16/2016,34-18-35-41-21-33,34,18,35,41,21,33,18,21,33,34,35,41
8/18/2016,40-03-37-19-14-01,40,3,37,19,14,1,1,3,14,19,37,40
8/20/2016,31-01-32-06-12-07,31,1,32,6,12,7,1,6,7,12,31,32
8/23/2016,33-34-02-30-37-20,33,34,2,30,37,20,2,20,30,33,34,37
8/25/2016,40-39-11-16-32-35,40,39,11,16,32,35,11,16,32,35,39,40
8/27/2016,37-20-03-41-13-17,37,20,3,41,13,17,3,13,17,20,37,41
8/30/2016,19-08-15-26-32-36,19,8,15,26,32,36,8,15,19,26,32,36
9/1/2016,13-23-29-30-17-34,13,23,29,30,17,34,13,17,23,29,30,34
9/3/2016,17-06-13-21-22-16,17,6,13,21,22,16,6,13,16,17,21,22
9/6/2016,41-40-04-17-19-25,41,40,4,17,19,25,4,17,19,25,40,41
9/8/2016,22-04-02-26-31-20,22,4,2,26,31,20,2,4,20,22,26,31
9/10/2016,08-23-35-25-33-34,8,23,35,25,33,34,8,23,25,33,34,35
9/13/2016,38-17-34-37-09-16,38,17,34,37,9,16,9,16,17,34,37,38
9/15/2016,33-07-38-02-42-18,33,7,38,2,42,18,2,7,18,33,38,42
9/17/2016,10-31-32-19-25-14,10,31,32,19,25,14,10,14,19,25,31,32
9/20/2016,14-15-36-10-05-04,14,15,36,10,5,4,4,5,10,14,15,36
9/22/2016,40-31-18-15-14-41,40,31,18,15,14,41,14,15,18,31,40,41
9/24/2016,16-05-27-07-01-25,16,5,27,7,1,25,1,5,7,16,25,27
9/27/2016,39-27-24-30-04-17,39,27,24,30,4,17,4,17,24,27,30,39
9/29/2016,36-42-27-40-34-32,36,42,27,40,34,32,27,32,34,36,40,42
10/1/2016,02-31-38-03-20-19,2,31,38,3,20,19,2,3,19,20,31,38
10/4/2016,01-42-10-22-24-06,1,42,10,22,24,6,1,6,10,22,24,42
10/6/2016,20-17-16-24-29-19,20,17,16,24,29,19,16,17,19,20,24,29
10/8/2016,38-30-29-22-09-05,38,30,29,22,9,5,5,9,22,29,30,38
10/11/2016,21-25-10-13-30-29,21,25,10,13,30,29,10,13,21,25,29,30
10/13/2016,06-03-11-30-32-01,6,3,11,30,32,1,1,3,6,11,30,32
10/15/2016,31-18-15-02-23-17,31,18,15,2,23,17,2,15,17,18,23,31
10/18/2016,16-02-22-35-13-05,16,2,22,35,13,5,2,5,13,16,22,35
10/20/2016,34-25-24-18-30-12,34,25,24,18,30,12,12,18,24,25,30,34
10/22/2016,09-10-21-31-41-02,9,10,21,31,41,2,2,9,10,21,31,41
10/25/2016,40-02-16-38-12-06,40,2,16,38,12,6,2,6,12,16,38,40
10/27/2016,07-31-16-06-01-42,7,31,16,6,1,42,1,6,7,16,31,42
10/29/2016,32-33-08-14-12-22,32,33,8,14,12,22,8,12,14,22,32,33
11/1/2016,14-30-35-02-34-10,14,30,35,2,34,10,2,10,14,30,34,35
11/3/2016,15-28-18-01-24-19,15,28,18,1,24,19,1,15,18,19,24,28
11/5/2016,39-34-04-35-03-19,39,34,4,35,3,19,3,4,19,34,35,39
11/8/2016,33-29-12-38-15-31,33,29,12,38,15,31,12,15,29,31,33,38
11/10/2016,36-21-18-30-03-16,36,21,18,30,3,16,3,16,18,21,30,36
11/12/2016,15-04-14-05-12-39,15,4,14,5,12,39,4,5,12,14,15,39
11/15/2016,25-20-22-16-40-11,25,20,22,16,40,11,11,16,20,22,25,40
11/17/2016,35-27-08-36-37-06,35,27,8,36,37,6,6,8,27,35,36,37
11/19/2016,15-32-05-20-31-01,15,32,5,20,31,1,1,5,15,20,31,32
11/22/2016,05-25-26-33-41-29,5,25,26,33,41,29,5,25,26,29,33,41
11/24/2016,06-12-22-05-24-15,6,12,22,5,24,15,5,6,12,15,22,24
11/26/2016,40-29-41-25-30-05,40,29,41,25,30,5,5,25,29,30,40,41
11/29/2016,11-07-12-36-06-42,11,7,12,36,6,42,6,7,11,12,36,42
12/1/2016,23-33-26-32-12-05,23,33,26,32,12,5,5,12,23,26,32,33
12/3/2016,02-27-07-39-32-19,2,27,7,39,32,19,2,7,19,27,32,39
12/6/2016,42-20-08-21-29-23,42,20,8,21,29,23,8,20,21,23,29,42
12/8/2016,36-05-42-32-02-16,36,5,42,32,2,16,2,5,16,32,36,42
12/10/2016,28-15-03-20-18-22,28,15,3,20,18,22,3,15,18,20,22,28
12/13/2016,41-01-20-28-24-35,41,1,20,28,24,35,1,20,24,28,35,41
12/15/2016,12-31-26-40-18-14,12,31,26,40,18,14,12,14,18,26,31,40
12/17/2016,25-03-01-37-23-17,25,3,1,37,23,17,1,3,17,23,25,37
12/20/2016,39-25-13-09-01-29,39,25,13,9,1,29,1,9,13,25,29,39
12/22/2016,40-35-31-36-04-02,40,35,31,36,4,2,2,4,31,35,36,40
12/24/2016,01-02-08-28-09-06,1,2,8,28,9,6,1,2,6,8,9,28
12/27/2016,40-37-33-14-11-30,40,37,33,14,11,30,11,14,30,33,37,40
12/29/2016,04-21-06-13-08-34,4,21,6,13,8,34,4,6,8,13,21,34
12/31/2016,29-15-06-24-33-17,29,15,6,24,33,17,6,15,17,24,29,33
1/3/2017,15-11-16-17-33-32,15,11,16,17,33,32,11,15,16,17,32,33
1/5/2017,32-02-39-06-41-09,32,2,39,6,41,9,2,6,9,32,39,41
1/7/2017,12-06-04-17-31-15,12,6,4,17,31,15,4,6,12,15,17,31
1/10/2017,13-32-12-29-11-22,13,32,12,29,11,22,11,12,13,22,29,32
1/12/2017,07-28-15-17-30-16,7,28,15,17,30,16,7,15,16,17,28,30
1/14/2017,14-22-09-18-37-01,14,22,9,18,37,1,1,9,14,18,22,37
